Gene1,Gene2,connected_driver_gene,gene_type,confidence
AP2M1,CAZA2,,3,0.99436
CLCB,AP2M1,,3,0.999901
AP2M1,RAB7A,,3,0.998137
PICAL,AP2M1,,3,0.996056
CLCB,AP2S1,,3,0.999963
MYO5C,CLIC1,,3,0.992166
CLCA,CAZA2,,3,0.994345
CLCA,AP1S2,,3,0.999683
CLCB,CAZA2,,3,0.990348
CLCB,PICAL,,3,0.995228
CAZA2,CLH1,,3,0.991499
FLNA,CLH1,,1,0.996012
RPB7,CX6B1,,3,0.995144
KC1A,XRCC6,XRCC6,2,0.990383
CSK 22.00,MK08,,3,0.993897
FIP1,CSTF2,,3,0.999111
DAB2,CLCB,,3,0.998571
CDK2,DAPK3,,3,0.996569
DDX1,HNRH2,,3,0.997717
DDX3X,GEMI5,,1,0.993851
DDX5,HNRPU,,1,0.995008
DDX6,CRKL,,1,0.996737
DKC1,TCAB1,,3,0.995753
DC1I2,MK03,,3,0.993046
DNMT1,CDK2,,1,0.996289
SGO1,DNM3B,,0,0.997171
CRKL,DOCK1,,3,0.998642
TBP,DYR1A,,3,0.991348
SRC8,MYH9,MYH9,2,0.994075
SRC8,IQGA1,,3,0.994252
SRC8,MYO5C,,3,0.996092
STOM,CLH1,,3,0.993259
CLCB,EPS15,EPS15,2,0.999731
CLH1,EPS15,EPS15,2,0.997656
PICAL,EPS15,EPS15,2,0.991099
NPM,FBRL,,3,0.997121
PP1B,FLNA,FLNA,2,0.994337
IQGA1,FLNA,FLNA,2,0.99055
FLNA,ANLN,,1,0.991937
FLNA,MYO5C,,1,0.99977
FLOT2,PTN1,,3,0.994011
THOC1,FMR1,,3,0.996441
OAZ1,GLGB,,3,0.993144
IMB1,GLE1,,3,0.999006
NU107,GLE1,,3,0.993766
GELS,FLNA,FLNA,2,0.994363
GELS,MYH9,MYH9,2,0.998243
GELS,IQGA1,,3,0.994025
RPB7,TF2B,,3,0.997842
RPAB2,T2FB,,3,0.990202
HDAC1,H33,,3,0.999018
ECHB,IMB1,,3,0.991532
MK03,HD,,3,0.997025
HDAC2,CCNA2,,3,0.995733
ROA2,HNRPU,,3,0.998081
MATR3,ROA2,,3,0.998658
HNRPC,HNRPU,,3,0.999486
MATR3,HNRPC,,3,0.991649
HNRH2,HNRPD,,3,0.999272
HNRH2,HNRH3,,3,0.993055
HNRPK,HNRH2,,3,0.999467
HNRPU,HNRPL,,3,0.993332
RNPS1,ANM1,,3,0.995631
HS71L,SYUA,,3,0.994865
TBA1C,HSPB1,,3,0.994327
MPRI,RAB5C,,3,0.996933
MYH9,ITPR2,,1,0.990843
ITPR3,MYH9,MYH9,2,0.991934
SYNPO,PLAK,,3,0.990964
LIMA1,PLAK,,3,0.995849
KIF2A,TTK,,3,0.998177
CCD14,KIFC3,,3,0.999718
KLC1,KLC3,,3,0.997032
IMB1,UBC9,,3,0.993082
LAMB3,LG3BP,,3,0.995848
KI67,SMC6,,3,0.9903
MYO1B,MYH9,MYH9,2,0.997211
MYO1B,MYO1C,,3,0.998606
MYO5C,MYO1B,,3,0.999992
MSH5,XRCC5,,3,0.999831
MYH9,MOES,,1,0.998072
MYH13,MYH8,,3,0.999219
MYH9,PDLI7,,1,0.997235
MYH9,ANLN,,1,0.999608
MYH9,MYO19,,1,0.99271
MYH9,MY18A,,1,0.990259
MYH11,MYL6,,1,0.999117
MYO19,MYL6,,3,0.996362
MYL6,MY18A,,3,0.99831
MYH9,MYLK,,1,0.993541
MYH9,MYO1C,,1,0.999635
MYO1C,VINC,,3,0.99858
MYO1C,IQGA1,,3,0.999308
MYO1C,LIMA1,,3,0.994171
MYO1E,LIMA1,,3,0.993104
MYO1E,ANLN,,3,0.990773
MYO5C,MYO1E,,3,0.99999
MYO5A,MYH9,,1,0.998967
MYO1C,MYO5A,MYO5A,2,0.990686
MYO5A,PDLI7,,1,0.991734
MYO5C,MYO5A,MYO5A,2,0.999991
MYO5B,MYH9,MYH9,2,0.998034
FLNA,MYO6,,1,0.996808
MYO6,MYH9,MYH9,2,0.999472
MYO6,PICAL,,3,0.994447
MYO5C,MYO6,,3,0.999999
CLH1,NDUA9,,3,0.997819
IMB1,NUP88,,3,0.999217
NU107,NUP88,,3,0.994887
NUP88,SEH1,,3,0.991993
NUP58,NUP98,NUP98,2,0.995256
NU153,NUP98,NUP98,2,0.992857
LRWD1,ORC4,,3,0.997584
PCM1,DYL1,,1,0.990619
CLH1,CHM1A,,3,0.992163
PFD1,KI21A,,3,0.990642
PK3CA,HDAC1,,3,0.992719
PI4KA,SORT,,3,0.999978
PLEC,PDLI7,,3,0.992198
CTR9,RPB1,,0,0.997986
CTR9,RPB2,,0,0.998734
RPB3,KLC1,,3,0.997378
RPB4,CTR9,,3,0.998259
RPB7,CTR9,,3,0.998227
RPB11,RPAB2,,3,0.998894
RPA1,RPAB4,,3,0.994009
PP1A,FLNA,FLNA,2,0.992434
PP1A,MYH9,MYH9,2,0.995302
PP1A,MYO1C,,3,0.998851
PP1A,MYO5C,,3,0.992514
PP1B,MYH9,MYH9,2,0.994549
ASF1A,PP1B,,3,0.995431
FLNA,PP1G,,1,0.994478
IQGA1,PP1G,,3,0.993955
PP2AA,PP4R1,,3,0.999995
2AAA,PP4R1,,3,0.999995
P2R3A,2AAA,,3,0.999996
BIP,PRS8,,3,0.992246
PSMD2,MK08,,3,0.994082
RAN,UBC9,,3,0.994448
NU107,RAN,,3,0.998988
RBP2,NUP58,,3,0.996027
SEH1,RBP2,,3,0.998634
RAGP1,IMB1,,3,0.997979
RAGP1,NU153,,3,0.998445
SEH1,RAGP1,,3,0.999445
RENT1,OAZ1,,3,0.993433
RFC3,ORC1,,3,0.993108
NOP56,RL7A,,3,0.991702
RL10,RL17,,3,0.999053
RM23,RM50,,3,0.990493
RL24,NOP56,,3,0.993703
RL10,RL29,,3,0.994584
RL32,RL10,,3,0.994571
RM50,RM12,,3,0.992541
RS2,NPM,,3,0.992501
RS3A,NOP56,,3,0.993791
NPM,RS14,,3,0.993325
RL10,RS27A,,3,0.998745
RS29,RL10,,3,0.990649
FLNA,S10AA,,1,0.996012
FSCN1,DREB,,3,0.99144
VAPA,SOAT1,,3,0.995663
SPTN1,MYO5C,,3,0.999837
SPTB2,MYH9,MYH9,2,0.991528
MYO5C,SPTB2,,3,0.998707
SSRG,YIPF5,,3,0.990262
DAXX,SUV91,,1,0.994467
SVIL,MYH9,MYH9,2,0.9903
PDLI7,SVIL,,3,0.993535
MYO5C,SVIL,,3,0.998499
CDK8,TAF1,,3,0.992937
ACATN,TAP1,,3,0.994588
ATLA3,TAP1,,3,0.990412
BCOR,TFE2,,1,0.991309
TFR1,ERBB2,ERBB2,2,0.994728
TFR1,RAB5C,,3,0.992825
RAB7A,TFR1,,0,0.996482
TGFR1,EPHA2,,3,0.998653
MYH9,TMOD1,,1,0.998316
TYB4,MYH6,,3,0.993987
TPM1,CDK2,,3,0.99468
TPM1,MYH9,MYH9,2,0.993192
TPM1,PDLI7,,3,0.997454
TPM2,MYO5C,,3,0.99985
TPM3,MYH9,,1,0.997938
TPM3,PP1B,,1,0.993945
PP1G,TPM3,TPM3,2,0.994372
IQGA1,TPM3,TPM3,2,0.992498
TPM3,ANLN,,1,0.994003
TPM3,MYO5C,,1,0.999851
TPM3,MYO19,,1,0.992385
TPM3,MY18A,,1,0.996848
TPM4,PP1G,,1,0.994227
ENPL,UGGG1,,3,0.997116
TS101,CHM4B,,3,0.999584
FLII,TBG1,,3,0.992098
PRS4,UBE3A,,3,0.999077
SUMO1,IMB1,,3,0.998757
MTX2,VDAC2,,3,0.991773
MYO19,VDAC2,,3,0.996353
CLIP2,KLC4,,3,0.993431
MARE1,YES,,3,0.990585
CENPJ,1433B,,3,0.990815
MYH11,1433E,,1,0.993981
KINH,TBA1A,,3,0.996925
IMB1,NU214,,3,0.999494
NUP58,NU214,,3,0.990289
NU214,SEH1,,3,0.990664
AAAS,IMB1,,3,0.998849
NU153,AAAS,,3,0.998081
AAAS,NU107,,3,0.999013
SEH1,AAAS,,3,0.998625
THOC1,FXR1,,3,0.993255
NOP56,FXR1,,3,0.994177
CTR9,ELL,ELL,0,0.998197
CLH2,CLH1,,3,0.99992
AXIN1,MARE1,,1,0.992944
STX7,RAB5C,,3,0.998632
RAE1L,NU153,,3,0.99626
NU107,RAE1L,,3,0.998037
GEMI2,NCBP1,,3,0.992854
NR2C2,EED,EED,2,0.998841
CLH1,RB11A,,3,0.996098
SAP30,SMC1A,SMC1A,2,0.994994
IQGA1,MYH9,MYH9,2,0.999607
TOP3B,RFA1,,3,0.995658
CLH1,VA0D1,,3,0.998905
PTN1,VA0D1,,3,0.996313
RAB5C,VA0D1,,3,0.991485
RAB7A,VA0D1,,0,0.994256
AP4M1,AP4S1,,3,0.994027
MYO1C,PDLI7,,3,0.996092
HNRPU,RL23,,3,0.991461
LPPRC,LONM,,3,0.997225
MED17,FOS,,3,0.993731
NU155,IMB1,,3,0.999049
NU153,NU155,,3,0.990292
NU107,NU155,,3,0.994605
SEH1,NU155,,3,0.99176
CLH1,SC24C,,3,0.990733
IMB1,NUP93,,3,0.99954
NUP93,NUP58,,3,0.996149
NUP93,NU107,,3,0.993729
NUP93,SEH1,,3,0.99001
TTK,ESPL1,,3,0.995006
DCAF1,MK14,,3,0.994513
CCD14,CP110,,3,0.998566
JADE3,ING3,,0,0.999848
THOC1,IF4A3,,3,0.997804
THOC2,IF4A3,,3,0.991625
IST1,CLH1,,3,0.99843
RAB7A,IST1,,0,0.996184
BRE1B,UBE2S,,3,0.999864
NU107,NUP58,,3,0.992439
HDAC1,AUXI,,3,0.992169
CE350,KIF11,,3,0.993692
CE350,KIFA3,,3,0.996306
SMC3,CE170,,3,0.991092
P121A,GRIA2,,3,0.994125
WASC5,VP26B,,3,0.997959
TRRAP,ST65G,,1,0.999046
KIF14,CCD14,,3,0.998121
PARP2,MSH6,MSH6,2,0.996766
ARPC5,MYH11,MYH11,2,0.998704
ARPC5,MYO5C,,3,0.999812
MYH9,ARPC4,,1,0.997571
ARPC3,MYH9,MYH9,2,0.998874
ARPC3,MYO1C,,3,0.991366
ARPC3,IQGA1,,3,0.992579
PDLI7,ARPC3,,3,0.993283
ARPC3,MYO5C,,3,0.999826
ARC1B,MYO5C,,3,0.999821
ARP 3.00,CAZA2,,3,0.992864
ARP 3.00,FLNA,FLNA,2,0.997232
MYH9,ARP 3.00,,1,0.999477
IQGA1,ARP 3.00,,3,0.999205
ARP 3.00,PDLI7,,3,0.991786
SYNPO,ARP 3.00,,3,0.994096
MYO5C,ARP 3.00,,3,0.999826
FLNA,ARP 2.00,,1,0.996134
MYH9,ARP 2.00,,1,0.996667
ARP 2.00,PP1B,,3,0.995805
ARP 2.00,ANLN,,3,0.990724
MYO5C,ARP 2.00,,3,0.999832
MYH9,ARPC2,,1,0.999409
IQGA1,ARPC2,,3,0.998127
PDLI7,ARPC2,,3,0.996762
MYO5C,ARPC2,,3,0.999825
ACTZ,DYHC1,,3,0.999376
HNRPU,THOC4,,3,0.999116
MATR3,THOC4,,3,0.998064
HNRPR,HNRPU,,3,0.997351
BIP,CHIP,,3,0.99007
SCML2,CBX8,,3,0.991635
EXOS9,C1D,,3,0.997319
C1D,EXOS1,,3,0.992175
PIBF1,PCNT,,3,0.998605
PIBF1,CEP43,,3,0.999845
MARE1,PIBF1,,3,0.998574
NXF1,UBC9,,3,0.99707
NU107,NXF1,,3,0.998063
NXF1,SEH1,,3,0.996331
SC23A,CLH1,,3,0.997663
HDAC1,TCPH,,3,0.997114
SMC3,SMC2,,3,0.993711
RPC7,RPAB2,,3,0.99897
RPAB2,RPC3,,3,0.998937
EBP,ENPL,,3,0.993249
EBP,NICA,,3,0.992743
SRS10,HNRPD,,3,0.990365
RPAB2,RPA34,,3,0.993938
EHD1,RB11A,,3,0.998093
RNPS1,SF3A3,,3,0.99743
CBX1,SCC4,,0,0.99808
MIC60,TOM40,,3,0.998866
IMB1,NUP42,,3,0.999343
NUP42,NCBP1,,3,0.99078
NUP42,NUP58,,3,0.990939
NUP42,NU107,,3,0.99301
RPC1,RPAB2,,3,0.999571
NCBP1,DDX20,,3,0.997058
DDX20,GEMI7,,3,0.994309
RM03,RM50,,3,0.99153
RM01,RM03,,3,0.997138
SYNRG,AP1S2,,0,0.991469
SYNPO,MYH9,MYH9,2,0.999679
SYNPO,IQGA1,,3,0.991858
PDLI7,SYNPO,,3,0.995848
SYNPO,ANLN,,3,0.995665
SYNPO,MYO5C,,3,0.998846
EGR1,DNJC8,,1,0.993771
CTR9,ELL2,,0,0.996419
CP131,DYL1,,3,0.990663
CP131,CCD14,,3,0.998681
HDAC1,EXOS7,,3,0.995557
PDLI7,PALLD,,3,0.996668
WAPL,CDCA5,,3,0.992305
TTLL5,OFD1,,3,0.998517
TTLL5,CCD14,,3,0.998592
IMB1,NU205,,3,0.999383
NUP58,NU205,,3,0.999068
NU153,NU205,,3,0.997279
NU205,NU107,,3,0.997193
NU205,SEH1,,3,0.997428
IMB1,PO210,,3,0.998836
NU153,PO210,,3,0.996341
PO210,NU107,,3,0.997903
SEH1,PO210,,3,0.997108
NCBP1,RPRD2,,3,0.991376
RPRD2,SPT5H,,3,0.996923
CTR9,RPRD2,,0,0.999976
RPRD2,LEO1,,3,0.999898
NU160,IMB1,,3,0.999466
VP26B,WASC4,,3,0.993629
CLAP1,RNF41,,3,0.995772
DICER,HNRPD,,3,0.996225
LPPRC,SIR1,,3,0.997791
P4R3A,SIR1,,3,0.991258
MACF1,MYH9,MYH9,2,0.990624
NU188,IMB1,,3,0.999324
NU188,NUP58,,3,0.997159
NU188,NU107,,3,0.9952
SEH1,NU188,,3,0.992356
EXOS1,MTREX,,3,0.992656
KAT6B,SGO1,,1,0.991493
ORC3,PLK1,,3,0.997401
CAZA2,COR1C,,3,0.99916
COR1C,DREB,,3,0.999669
COR1C,FLNA,FLNA,2,0.999453
COR1C,MYH9,MYH9,2,0.999737
COR1C,MYO1C,,3,0.999742
IQGA1,COR1C,,3,0.999767
SYNPO,COR1C,,3,0.99938
LIMA1,COR1C,,3,0.999543
ANLN,COR1C,,3,0.999103
MYO19,COR1C,,3,0.999809
MY18A,COR1C,,3,0.9996
BIP,NUP62,,3,0.991185
NUP62,NU107,,3,0.993499
EDC4,CRKL,,3,0.991131
NOP56,RL36,,3,0.993418
MYO5C,POC1A,,3,0.99232
RL10,CNO10,,3,0.99239
XRCC6,POTE1,,1,0.995648
GEMI7,GEMI5,,3,0.995443
SIN3B,SIN3A,,3,0.994433
RAI14,ANLN,,3,0.99374
RNPS1,PRP31,,3,0.990315
CTR9,PRP31,,0,0.996868
EPC2,TRRAP,TRRAP,2,0.999249
TINF2,XRCC6,XRCC6,2,0.996125
ERAL1,XRCC3,XRCC3,2,0.991897
AKP8L,MATR3,,3,0.991876
LDHD,ACAD8,,3,0.994285
GCP4,GCP5,,3,0.999307
MZT1,GCP4,,0,0.998157
RAB5C,CHM2A,,3,0.992649
HNRH2,RBMX,,3,0.999147
RBMX,MATR3,,3,0.990884
RM50,RM42,,3,0.992419
RM13,RM50,,3,0.997961
RM01,RM13,,3,0.998983
RM18,RM50,,3,0.990154
RM01,RM18,,3,0.993343
MED4,RPB7,,3,0.992315
RM01,RM15,,3,0.998825
RM50,RM22,,3,0.990602
RM22,RM09,,3,0.993581
NXT1,NU107,,3,0.998634
TMOD3,MYH9,MYH9,2,0.992004
GCP5,NDK7,,3,0.998614
NEDD1,NDK7,,3,0.998483
MZT1,NDK7,,0,0.998404
RPA12,RPA1,,3,0.999071
GEMI7,GEMI4,,3,0.994117
DYL1,DC1L1,,3,0.999401
DYHC1,DCTN4,,3,0.996611
RM51,RM50,,3,0.997354
RM51,RM09,,3,0.993723
RM30,RM50,,3,0.995121
RM09,RM30,,3,0.995314
RM01,RM30,,3,0.995063
RM27,RM50,,3,0.99065
RM27,RM09,,3,0.997268
RM35,RM09,,3,0.996503
RM35,RM01,,3,0.991592
CLH1,VATD,,3,0.993812
PP2AA,VATD,,3,0.990751
PRS4,VATD,,3,0.992508
LIMA1,MYH9,MYH9,2,0.994524
LIMA1,VINC,,3,0.998382
LIMA1,MYO5C,,3,0.99922
SIR6,MED12,MED12,2,0.991046
RM50,RM48,,3,0.990991
HNRPQ,PPIL1,,3,0.999946
PTH2,CLH1,,3,0.996522
PPIL3,HNRPQ,,3,0.999932
CBX8,H2BFS,,3,0.992925
RM50,GAR1,,3,0.991285
RM50,RM09,,3,0.992991
RM50,RM01,,3,0.992041
PAF1,RPB7,,3,0.994649
RM16,RM50,,3,0.995204
RM09,RM16,,3,0.99524
RM16,RM01,,3,0.995451
GEMI8,GEMI5,,3,0.993121
GEMI8,GEMI7,,3,0.99913
P2R3C,2AAA,,3,0.990306
RM50,RM20,,3,0.991984
RM09,RM20,,3,0.997471
RM01,RM20,,3,0.993854
CEP55,RALA,,3,0.993943
KIF23,CEP55,,3,0.990302
RM09,RT18A,,3,0.99711
RM01,RT18A,,3,0.995511
NOP56,NAT10,,3,0.990724
MRGBP,ING3,,3,0.998548
NOP56,NOP10,,3,0.998846
SP20H,TRRAP,TRRAP,2,0.999531
YETS4,PR40A,,3,0.99862
IMB1,NDC1,,3,0.999139
NUP58,NDC1,,3,0.99756
NDC1,NU153,,0,0.999259
NU107,NDC1,,3,0.995507
NU133,IMB1,,3,0.999565
NU133,VIME,,3,0.995402
DCP1A,CRKL,,3,0.992935
CT2NL,DYL1,,3,0.992829
MYO5C,DREB,,3,0.998763
MYH9,MYO5C,,1,0.999999
PP1B,MYO5C,,3,0.994013
MYO5C,IQGA1,,3,0.999246
PDLI7,MYO5C,,3,0.999858
MYO5C,ANLN,,3,0.999876
MYO5C,MYO19,,3,0.999933
MY18A,MYO5C,,3,0.999937
NUF2,NSF1C,,3,0.993933
MYH9,GBG12,,1,0.997187
MYO5C,COR1B,,3,0.998423
THOC2,IMB1,,3,0.992093
PP2AB,P4R3B,,3,0.997383
CING,MYH11,MYH11,2,0.997915
SYNPO,CING,,3,0.999216
CING,MYO5C,,3,0.999948
MY18A,CING,,3,0.99189
MIB1,DYL1,,3,0.997978
MIB1,CCD14,,3,0.998742
EP400,ING3,,3,0.997489
SPT5H,RPR1B,,3,0.993783
LIMA1,AFAP1,,3,0.994077
MYO5C,AFAP1,,3,0.998473
RT35,RM50,,3,0.996801
RM17,RM01,,3,0.990269
ELMO2,CRKL,,3,0.995996
CENPO,CENPK,,3,0.991842
SDS3,SAP30,,3,0.999916
KLC2,SODC,,3,0.991224
KLC3,KLC2,,3,0.999752
RM50,RM14,,3,0.995023
RM09,RM14,,3,0.994907
RM14,RM01,,3,0.995065
RT29,RT11,,3,0.995455
RT06,RM50,,3,0.99684
RM41,RM50,,3,0.997638
RM41,RM09,,3,0.991776
RM38,ANLN,,3,0.991328
RM34,RM09,,3,0.996074
RM34,RM01,,3,0.990827
RM32,RM01,,3,0.998674
RM01,RM09,,3,0.994757
REN3A,RNF41,,3,0.993067
IMB1,NUP37,,3,0.998125
ENPL,DERL1,,3,0.993034
DCA10,CUL4B,,3,0.999983
RPB7,CDC73,CDC73,2,0.998473
CCD14,CSPP1,,3,0.998647
MRM1,EMC2,,3,0.996988
MZT1,MZT2B,,0,0.999046
CENPO,CENPT,,3,0.995036
EDC3,CRKL,,3,0.994639
MYO19,ANLN,,3,0.991296
CE290,CCD14,,3,0.998703
EPC1,TRRAP,TRRAP,2,0.997581
SPSY,PDRG1,,3,0.990692
DOCK8,BAG3,,3,0.994926
ARP5L,MYO5C,,3,0.994566
SEH1,IMB1,,3,0.999058
NUF2,SMC1A,SMC1A,2,0.997256
CAZA2,F161A,,3,0.996716
RPAB2,RPA2,,3,0.998969
RPC7L,RPAB2,,3,0.997825
KAP3,CCD77,,3,0.998725
OFD1,CCD77,,3,0.998714
CCD77,DYL1,,3,0.999464
CCD77,CEP43,,3,0.99867
CCD77,MARE1,,3,0.998546
CCD14,CCD77,,3,0.998644
NEDD1,CCD77,,3,0.998571
CCD77,P2R3C,,3,0.998548
DYHC1,DCTN5,,3,0.998391
RM50,RM43,,3,0.997151
RM09,RM43,,3,0.990429
CAZA2,LRCH3,,3,0.991176
UTP4,NOP56,,3,0.99685
PR15B,PP1B,,3,0.999999
TGS1,LSM 10.00,,3,0.997639
GCP4,GCP6,,3,0.999251
GCP6,GCP5,,3,0.998452
GCP6,MZT1,,3,0.996372
CE295,OFD1,,3,0.992584
CE295,CCD14,,3,0.998557
KLC4,KLC3,,0,0.997994
NEXN,MYH9,MYH9,2,0.99305
GOT1B,EMC5,,3,0.99294
TBC31,CCD14,,3,0.998667
MZT1,GCP5,,0,0.996438
RM50,RM53,,3,0.995328
RM54,RM50,,3,0.993968
RM50,RM52,,3,0.997017
DYL1,CEP20,,3,0.995593
CEP20,CCD14,,3,0.998596
RM50,RM10,,3,0.993351
RM10,RM09,,3,0.997944
RM50,RM55,,3,0.996947
CAZA2,CHM4B,,3,0.992085
CLH1,CHM4B,,3,0.991466
CHM4B,RAB5C,,3,0.997321
CHM4B,RAB7A,,3,0.9949
NUP35,IMB1,,3,0.999015
NU107,NUP35,,3,0.991725
CCD14,SCLT1,,3,0.998561
MYH9,MYL6B,,1,0.998562
MYL6B,MY18A,,3,0.992799
K2C72,MYO19,,3,0.994385
RPC8,RPAB2,,3,0.99899
RM21,RM09,,3,0.991075
RM01,RM21,,3,0.990748
MATR3,ROA3,,3,0.998438
LRWD1,MPP8,,3,0.998389
CDC23,CDC26,,3,0.99401
LAMB3,LAMA1,,3,0.99986
K2C73,CCNB2,,3,0.996382
K2C79,KIF2C,,3,0.996633
IMB1,NUP43,,3,0.998863
CENPO,CENPS,,3,0.993804
MY18A,ANLN,,3,0.994032
MZT2A,TBG1,,0,0.997985
GCP4,MZT2A,,3,0.997323
GCP5,MZT2A,,3,0.99683
MZT1,MZT2A,,0,0.998435
RGPD8,IMB1,,3,0.999961
NU153,RGPD8,,3,0.999945
NU107,RGPD8,,3,0.999944
CCD61,PP2AB,,3,0.998636
CCD61,OFD1,,3,0.99858
CP135,CCD61,,3,0.99858
CCD61,CEP43,,3,0.99856
SLAI2,CCD61,,3,0.998503
CCD14,CCD61,,3,0.99856
APC4,CDK1,,3,0.993713
MK03,BRAF,BRAF,2,0.99247
PARD3,CTNB1,,3,0.999189
MECP2,H2AY,,3,0.997547
H2AY,CBX1,,3,0.993853
H2AY,H11,,3,0.998632
H2A1B,H2AY,,3,0.999482
H2AY,H2B1B,,3,0.996476
CNOT1,DDX6,DDX6,2,0.998217
TIF1B,NF2L2,,3,0.996433
ESR1,RAD51,,1,0.994792
PARP1,BRCA1,,1,0.994319
ABRX2,NUMA1,NUMA1,2,0.993044
KDM1A,ITF2,,3,0.995575
ID2,HS71L,,3,0.990497
DOC11,RCC2,,3,0.991969
METK2,BCL2,BCL2,2,0.994771
EP300,SMC1A,,1,0.999375
BRD4,SMC1A,,1,0.997914
TRAF4,CTNB1,,3,0.99786
GAN,KIF11,,3,0.991627
GAN,VIME,,3,0.995574
GAN,K2C6B,,3,0.999954
K1C10,GAN,,3,0.99438
NFM,GAN,,3,0.999297
AINX,GAN,,3,1.0
GAN,NFL,,3,0.999677
GAN,NFH,,3,0.997824
GAN,PERI,,3,0.997369
TLR3,DRA,,3,0.999061
SRC8,CASL,,3,0.994516
TERA,NFKB1,,3,0.991897
CDN1A,KAT2B,,3,0.995799
SLX4,RFA1,,3,0.995444
SKP1,FBX24,,3,0.99941
FBX24,CUL1,,3,0.999407
KPCG,CTNB1,,3,0.998455
TEAD4,SKI,SKI,2,0.994371
SKI,HSP76,,1,0.990527
ENPL,P53,,3,0.991262
TIF1B,TP53B,,3,0.999014
KIF23,LATS2,,3,0.991615
HDAC3,DDB1,,3,0.997258
PCNA,RAD51,,1,0.997275
TAF9,FOXL1,,3,0.993769
GGA1,AP1G1,,3,0.999291
GLSK,SIR5,,3,0.994789
FBXW7,RAE1L,,1,0.993495
MAX,FBXW7,,1,0.994151
FBXW7,H14,,1,0.992398
FBXW7,TBA1C,,1,0.992785
E2F1,PSDE,,1,0.995545
OS9,AMFR,,3,0.991939
STAT1,PML,PML,2,0.991503
MACD1,2AAA,,3,0.990915
GBRAP,CACO2,,3,0.99641
HDAC1,STRAP,,3,0.990033
P53,FOXP1,FOXP1,2,0.991302
ANM5,RBP2,,3,0.992453
PRKN,CDC20,,3,0.990713
TFR1,ARFG1,,3,0.992989
AP2B1,TFR1,,3,0.99723
FKB15,TTBK2,,3,0.99311
FOXS1,TAF9,,3,0.997156
TBP,ETS1,ETS1,2,0.998939
SH3K1,TGFR1,,3,0.994035
PRKDC,ANC2,,3,0.996911
PRKDC,FZR1,,3,0.995803
PRKDC,CCNB1,,3,0.990503
RAB5A,LRRK2,,3,0.997324
MDM2,PP1A,,1,0.996185
MTOR,M3K3,,1,0.999191
RL40,MCM2,,3,0.993923
MCM2,HSP72,,3,0.992732
HSP76,MCM2,,3,0.991952
DYL1,MCM2,,3,0.993518
HNRPK,MCM2,,3,0.997141
ROA1,MCM2,,3,0.991541
MCM2,H33,,3,0.999703
H2B2E,MCM2,,3,0.997049
MCM2,H2BFS,,3,0.99677
MCM2,1433T,,3,0.99537
H12,MCM2,,3,0.996673
MCM2,NH2L1,,3,0.991225
MCM2,1433B,,3,0.996599
MCM2,1433Z,,3,0.99525
TB182,MCM2,,3,0.995494
MCM2,PRKDC,,3,0.999068
U2AF2,MCM2,,3,0.990876
DYHC1,MCM2,,3,0.991642
XRCC5,MCM2,,3,0.996909
XRCC6,MCM2,,1,0.995094
MCM2,HNRPM,,3,0.990046
LPPRC,MCM2,,3,0.998891
MCM2,KRA33,,3,0.991983
MCM2,FBRL,,3,0.993215
MCM2,H2AX,,3,0.997554
H11,MCM2,,3,0.998938
MCM2,H14,,3,0.996253
H2B1B,MCM2,,3,0.99117
KRA32,MCM2,,3,0.991973
KRA92,MCM2,,3,0.991997
KRA93,MCM2,,3,0.991981
MCM2,KRA98,,3,0.991988
MCM2,UBC,,3,0.994836
MCM2,H2B1C,,3,0.996908
MCM2,KRA94,,3,0.991392
MCM2,H2A1B,,3,0.991714
MCM5,HNRPC,,3,0.992196
MCM5,H12,,3,0.993614
MCM5,H33,,3,0.999504
MCM5,DDX21,,3,0.991464
FBRL,MCM5,,3,0.994217
MCM5,DDX5,DDX5,2,0.998553
MCM5,PRP8,,3,0.994986
MCM5,SFPQ,SFPQ,2,0.990423
MCM5,U520,,3,0.991883
MCM5,SF3B3,,3,0.9919
MCM5,VIME,,3,0.993596
HSP77,MCM5,,3,0.993058
HS71L,MCM5,,3,0.9917
H2B2E,MCM5,,3,0.992568
MCM5,H2B1J,,3,0.992929
MCM5,H2B1C,,3,0.993004
MCM5,H2BFS,,3,0.992382
H2AX,MCM5,,3,0.994638
H14,MCM5,,3,0.991508
HSP76,MCM5,,3,0.993182
MCM5,H13,,3,0.992912
MCM5,H32,,3,0.991753
H31T,MCM5,,3,0.995084
RL40,MCM5,,3,0.992607
BUB3,MCM2,,3,0.998638
KR111,MCM2,,3,0.991973
M3K7,PDPK1,,3,0.990369
P53,ERN 1.00,,3,0.990596
SMAD7,SMAD1,,3,0.994462
SMAD9,SMAD7,,0,0.992127
UBP7,KMT2E,,3,0.993351
HCFC1,KMT2E,,3,0.995781
TRI18,TBA1B,,3,0.997141
TBA1B,TRIM1,,3,0.996305
TBB4B,TRIM1,,3,0.991275
TRIM1,CE128,,3,0.995016
ROCK1,HGS,,3,0.99024
ERBB2,BCAR1,,1,0.993099
ACTS,BIN1,,3,0.997584
DNM3L,PAX6,,3,0.990401
DNM3L,MEF2A,,3,0.992408
JUN,DNM3L,,1,0.996652
CDX2,DNM3L,,1,0.997729
CREB1,DNM3L,,1,0.992737
DNM3L,MECP2,,3,0.994111
