Gene1,Gene2,connected_driver_gene,gene_type,confidence
MFN1,MFN2,,0,0.89
AKIP,RT21,,3,0.87
CDC16,SALL2,,3,0.82
SPF45,SF3A3,,3,0.83
MERL,LIPA1,,3,0.88
TCPH,KTNB1,,3,0.82
Z324B,ZNHI3,,3,0.82
EPHA1,F1142,,3,0.82
E4F1,"DBPA,YBOX3",,3,0.82
SC11C,GHDC,,3,0.82
KCNS3,PLPL6,,3,0.82
FRMD1,GBP6,,0,0.82
GRM1B,CEP55,,3,0.82
NEXN,GELS,,3,0.82
I13R2,KNTC1,,3,0.82
TYSD1,ANR40,,3,0.82
SMBT1,RCOR3,,3,0.82
ACM4,XPO6,,3,0.82
LBR,MD2BP,,3,0.82
RAB6B,ACOX1,,3,0.82
ATPA,C1QBP,,3,0.86
SIA8D,STK39,,3,0.82
NRP1,ODFP2,,3,0.82
CD4,ARV1,,3,0.82
C3AR,PLD6,,3,0.82
F167A,MIA3,,3,0.82
PRIC3,1433Z,,3,0.82
TPRA1,ZNT6,,0,0.82
PRIC3,1433F,,3,0.82
"FAM5C,BRNP3",ATG2B,,3,0.82
PRIC3,1433B,,3,0.82
RM12,FOXP2,,3,0.82
SG1D1,GRP78,,3,0.82
CS075,CN021,,3,0.82
PRIC3,1433G,,3,0.82
RU17,DKC1,,3,0.89
FZR,AURKA,AURKA,2,0.86
RN185,CG044,,3,0.82
KCC2D,SUH,,3,0.82
CASA1,PDE10,,3,0.82
RN135,TXLNA,,3,0.82
ZN414,SAHH2,,3,0.82
FCGR1,ACAD8,,3,0.82
GP156,TIFA,,3,0.82
ODPA,SFXN1,,3,0.82
ANXA2,AHNK2,,3,0.82
CD79B,PDE3B,,1,0.82
LCOR,LRP1,,3,0.82
SYF2,C19L2,,3,0.82
LCOR,AMRP,,3,0.82
LEG7,PK3C3,,3,0.82
LEG7,PK3C3,,3,0.82
"KBTB5,KLH40",MCM10,,3,0.87
STAM1,NCEH1,,3,0.82
FBXW7,FBXW2,,1,0.82
ZBED1,CSTF1,,3,0.82
CC50B,APBB2,,3,0.82
S39A5,NAT14,,3,0.82
KHDR2,NAGK,,3,0.82
ILVBL,PGTA,,3,0.82
CPNE5,DTNB,,3,0.82
S4A8,ST7L,,3,0.82
CC50B,A4,,3,0.82
ZBT48,SFR19,,3,0.82
ACM4,ECM29,,3,0.82
S22A9,COX1,,3,0.82
GRM1B,CG043,,3,0.82
PAK7,TANC2,,3,0.82
E4F1,LTBP4,,3,0.82
IPPK,SL9A1,,0,0.82
PML,WIPI3,,1,0.82
RBM3,SYAM,,3,0.82
I13R2,MTFR1,,3,0.82
ACM4,UBP24,,3,0.82
S39A5,S39AA,,3,0.82
RAB6B,TARB1,,3,0.82
MRP,RET4,,3,0.82
WDR55,CNDH2,,3,0.82
SNX9,HNRPK,,3,0.82
GAST,"GAGD4,XAGE3",,0,0.82
TPRA1,BMR1B,,0,0.82
S39A9,SRPR,,3,0.82
FBXL2,FOXM1,,3,0.83
ZN223,EHMT2,,3,0.82
EPHA1,EXOC5,,3,0.82
C1QL4,KLH11,,3,0.82
INSL5,LOXL2,,3,0.82
CADH5,ST7,,3,0.82
MAGBA,CEBPZ,,3,0.82
INSL5,AMZ2,,3,0.82
ZN704,SP30L,,3,0.82
I13R2,HIP1R,,3,0.82
RM12,RM22,,3,0.82
TM205,COR1A,,3,0.82
NDUB5,NU5M,,3,0.82
CHSTC,ATP23,,3,0.82
NDUB5,NU4M,,3,0.82
RM12,GTPB8,,3,0.82
RU17,RT07,,3,0.83
LG3BP,FXR1,,3,0.82
LSR,AP1B1,,3,0.82
LSR,AP2A2,,3,0.82
RU17,RT18C,,3,0.82
DNJC7,WDR62,,3,0.87
GRM1B,TTC17,,3,0.82
CLC2D,DC2L1,,3,0.82
CD83,BTAF1,,3,0.82
NKAP,NKAPL,,3,0.82
ACM4,KNTC1,,3,0.82
RAB30,PGTA,,3,0.82
CD79B,INT4,,1,0.82
TCF19,MBD3,,3,0.82
UXT,TRPS1,,3,0.82
EXOC3,PIBF1,,3,0.82
"KBTB5,KLH40",TYW1,,3,0.82
TMCO3,HEMK1,,3,0.82
RGS3,KLH24,,3,0.82
CD83,UBP8,,3,0.82
ALX3,SC65,,3,0.82
GDF5,CALL5,,3,0.82
CLC2D,LSR,,3,0.82
RS11,MDM2,MDM2,2,0.82
GGT7,LSR,,3,0.82
FA46A,RPA49,,3,0.82
MPPE1,BT2A2,,3,0.82
GDPD5,ZDHC9,,3,0.82
MBLC2,TM230,,3,0.82
"APOOL,MIC27","CHCH6,MIC25",,3,0.82
SIRPD,EPDR1,,0,0.82
SPF45,SF3A1,,3,0.83
AT2B2,TM168,,3,0.82
"FAM5C,BRNP3",CBWD1,,3,0.82
AGTR1,DCX,,3,0.82
NIT1,TOP3A,,3,0.82
Z324B,FABD,,3,0.82
P63,PEX14,,3,0.82
LRC32,S11IP,,3,0.82
SIRPD,DIRA2,,0,0.82
LRC57,"SUGT1,SGT1",,3,0.82
"IL29,IFNL1",AT2B2,,3,0.82
KI16B,CCZ1B,,3,0.82
KI16B,CCZ1B,,3,0.82
ZN692,IMP4,,3,0.82
RF1ML,ACAD9,,3,0.87
SYCP3,BLK,,3,0.82
SLAI2,TTC19,,3,0.82
IKZF5,CCNB1,,0,0.82
RM12,RM39,,3,0.82
COG6,ATP7A,,3,0.82
HIF1N,OSBL1,,3,0.83
EPHA1,SMC2,,3,0.82
WDR35,TT21B,,3,0.86
ADA33,GLT12,,3,0.82
HSPB8,FA83H,,3,0.82
SPERT,YETS2,,0,0.82
TINAG,TYW3,,3,0.82
LSM 6.00,WBP4,,3,0.82
CLC2D,FA8A1,,3,0.82
S1PR2,PALM3,,3,0.82
UBP45,ERCC1,ERCC1,2,0.83
CD83,TBRG4,,3,0.82
SKP2,SENP1,,1,0.82
MALD2,TTL,,3,0.82
CCD53,GCC2,,3,0.82
RHBT3,ARF5,,3,0.82
MYLIP,PAF1,,3,0.82
S10A1,FOPNL,,3,0.84
PKHO1,TRM1L,,3,0.82
S5A1,ACTBL,,3,0.82
MK14,ALR,,3,0.82
SPF45,RBM5,,3,0.82
S39A9,STIM1,,3,0.82
RL18A,PATZ1,PATZ1,2,0.82
FCRL2,"AMPM2,MAP2",,0,0.82
RRS1,RBM34,,3,0.82
"FAM5C,BRNP3",EDEM2,,3,0.82
TMCO3,ADCK2,,3,0.82
RECK,ACOX1,,3,0.82
DJB14,KHK,,3,0.82
Z324B,AHDC1,,3,0.82
IPPK,STXB3,,0,0.82
IPPK,STX4,,0,0.82
F167A,COMD1,,3,0.82
DENR,CSN7A,,3,0.82
K1683,N42L2,,3,0.82
DGCR8,DDX31,,1,0.82
RM10,MASU1,,3,0.82
SEP10,SEP11,,3,0.87
LIGO2,NNRD,,3,0.82
UST,CALX,,3,0.82
SO6A1,HUTH,,3,0.82
LAMP3,ACOT9,,0,0.82
ANR10,DPP9,,3,0.82
CTNB1,SI1L3,,3,0.82
RS14,ZN121,,3,0.82
RPGR,PDLI7,,3,0.82
SIAT1,SAAL1,,3,0.82
TAF6L,"FA48A,SP20H",,0,0.83
RS14,ZN430,,3,0.82
SPF45,CHERP,,3,0.82
RELL1,SNX18,,3,0.82
ZBBX,AMY1,,3,0.82
ZBBX,AMY1,,3,0.82
ZBBX,AMY1,,3,0.82
KBTB4,DDX11,,3,0.82
PTPRA,GLT12,,3,0.82
RALYL,PPIE,,3,0.82
MPPE1,HTAI2,,3,0.82
RS14,NAT10,,3,0.82
NK1R,KIRR1,,3,0.82
CCD53,ATG13,,3,0.82
CH60,SYMM,,3,0.82
EPB42,S4A7,,3,0.82
DGCR8,NMNA1,,1,0.82
GSCR2,DHX30,,3,0.87
CGAT2,LRC57,,3,0.82
GDPD5,TX264,,3,0.82
BECN1,HD,,3,0.82
CC103,GDPD3,,3,0.82
ASAP3,ACD11,,3,0.82
COMDA,DSCR3,,3,0.82
ACHA3,TMPPE,,3,0.82
AOC3,AR6P6,,3,0.82
GDPD5,THEM6,,3,0.82
MPPE1,POMT1,,3,0.82
NDUS6,CQ039,,3,0.82
BRD1,DRG1,,0,0.82
RPN2,LYG2,,3,0.82
NMD3,POTEF,,3,0.82
CGAT2,TMTC4,,3,0.82
RAB6B,MTMR5,,3,0.82
UBE2O,RIC8B,,3,0.82
KHDR2,CTC1,,3,0.82
SCN3B,TMED4,,3,0.82
S22A9,AG10A,,3,0.82
LAMP3,SYHM,,0,0.82
Z324B,ZBT11,,3,0.82
FZD10,TMED8,,3,0.82
LAMP3,COMD3,,0,0.82
TMM9B,CA043,,3,0.82
CCDC6,ZN445,,1,0.82
SC6A5,GOGA5,,3,0.82
CNBP,ZN689,,1,0.82
NELL1,LTBP4,,3,0.82
RS11,PSMG3,,3,0.82
TRPM8,PCX3,,3,0.82
CL049,ASPH2,,3,0.82
MLX,CSK 21.00,,3,0.82
MLX,CSK 22.00,,3,0.82
IPPK,"TESC,CHP3",,0,0.82
CHST6,GLBL2,,3,0.82
TBB3,CENPJ,,3,0.82
RPE65,TCPW,,3,0.82
TBL1Y,INT6,,3,0.82
NEXN,CPVL,,3,0.82
CCG5,MBLC2,,3,0.82
S39A5,LRFN1,,3,0.82
VIPR1,PLCD,,3,0.82
NLGN3,NLRX1,,3,0.82
XPR1,KDIS,,3,0.82
HMGN2,H2AY,,3,0.82
TMOD4,HEMH,,3,0.82
IPPK,OCAD1,,0,0.82
SMAG1,1433Z,,3,0.83
SMAG1,1433F,,3,0.83
SMAG1,1433E,,3,0.82
RL18A,RRP8,,3,0.82
CS057,NCOA1,NCOA1,2,0.82
NDUB5,NDUB3,,3,0.82
LRRN1,PTPRD,PTPRD,0,0.82
NDUB5,NDUB1,,3,0.82
MP2K5,CDC37,,3,0.85
NDUB5,NDUB7,,3,0.82
NDUB5,NDUB6,,3,0.82
NDUB5,NDUC2,,3,0.82
NDUB5,NDUBA,,3,0.87
NDUB5,NDUB8,,3,0.87
SKP2,CSN2,,1,0.82
IPSP,FBX2,,3,0.82
KHK,BGAL,,3,0.82
CSN7B,SKAP,,3,0.82
ZBED1,CDK7,,3,0.82
EPHA1,STAG1,STAG1,2,0.82
CCD53,SETB1,,3,0.82
PCDBG,OSBP1,,3,0.82
GCNT1,TTC19,,3,0.82
CC50B,CAH12,,3,0.82
SOX2,PDLI1,,1,0.82
Z324B,STAU2,,3,0.82
F167A,DP13A,,3,0.82
CCD53,BRE1B,,3,0.82
S22A9,MFSD5,,3,0.82
INSL5,GT253,,3,0.82
UXT,UBB,,3,0.82
SKP2,IQEC1,,1,0.82
CU059,DSG1,,3,0.82
PPBT,SPCS2,,3,0.82
AT2B2,ATG9A,,3,0.82
RL3R2,SC5D,,3,0.82
ACBD7,PHAG1,,3,0.82
MLX,SNX5,,3,0.82
CAP1,ACTA,,3,0.88
CAP1,ACTS,,3,0.82
PP4C,SPT5H,,3,0.87
ZBBX,DHX32,,3,0.82
TM206,RAP1B,,3,0.82
ZN331,CEP78,,3,0.82
LYG2,TRAF2,,3,0.82
ZN556,LRP4,,3,0.82
DGCR8,CENPC,,1,0.82
PCDGD,SDCB1,,3,0.82
MYOME,AKAP9,AKAP9,2,0.83
CCD33,ANM5,,3,0.82
ZNF71,"RRMJ3,SPB1",,3,0.82
ZSC12,SBSN,,3,0.82
UXT,PFD6,,3,0.87
E41L2,CWC22,,3,0.82
FBX40,GELS,,3,0.82
PR40B,GBB5,,3,0.82
GORS1,CLIP1,CLIP1,2,0.82
HEMH,"K0664,CLU",,3,0.82
5HT3A,TUSC3,,3,0.82
DIRA2,FTO,,3,0.82
RM38,SYFM,,3,0.82
UXS1,VPS8,,3,0.82
PALB2,KEAP1,,1,0.89
RM38,TCPW,,3,0.82
TMPS3,PR15B,,3,0.82
STAT2,ZN692,,3,0.82
ANGT,NDUA3,,3,0.82
DOCK5,MYCB2,,3,0.82
CLIP4,K1161,,3,0.82
ZFYV1,LONF2,,3,0.82
GEMI2,ACTA,,3,0.82
MAS,EFHD1,,3,0.82
MGST3,G3PT,,3,0.82
CCNL2,OCC1,,3,0.82
SUZ12,KHDR2,,1,0.82
YYAP1,HIC2,,3,0.82
LARP7,ACTC,,3,0.82
ZADH2,CG043,,0,0.82
ODPA,LRC59,,3,0.82
BAKOR,CETN2,,3,0.82
ZN550,MDM2,MDM2,2,0.82
TB22B,CPNS2,,3,0.82
TM206,PWP2,,3,0.82
E4F1,RT29,,3,0.82
OS9,EPHA4,,3,0.82
DEFI8,STIL,STIL,2,0.82
GAN,QRIC1,,3,0.82
CC50A,1B07,,3,0.82
IL4RA,RHBT3,,3,0.82
WNT5A,WLS,,3,0.83
NDUB5,ACAD9,,3,0.82
CD026,MA2B2,,3,0.82
G3BP1,LS14A,,3,0.82
PHF23,SDS3,,3,0.82
RM12,"C109B,MCUB",,3,0.87
CD026,SAHH3,,3,0.82
LPIN3,LPIN2,,3,0.82
NGN 3.00,DCAF4,,3,0.82
NGN 3.00,ZN593,,3,0.82
CLUS,ITA8,,3,0.82
F196A,KKCC2,,3,0.82
S39A5,CHPT1,,3,0.82
NCEH1,TMTC3,,3,0.82
CD79B,GOLI4,,1,0.82
CF141,E2AK4,,3,0.82
NRP1,BACD3,,3,0.82
LYPD1,TBB8,,3,0.82
DDX31,TRFE,,3,0.82
BASI,RIF1,,3,0.82
PRCM,RS14,,3,0.82
NR2C2,UBB,,3,0.82
CS021,FARP2,,3,0.82
DKKL1,APLP2,,3,0.82
RM12,RM20,,3,0.82
ZMAT4,TRI29,,0,0.82
ARMC6,S20A2,,3,0.82
UXS1,NU160,,3,0.82
TTLL2,HERC3,,3,0.82
UBP47,CTBL1,,3,0.82
VWCE,ZBTB9,,0,0.82
NINL,KCC2A,,0,0.82
CAMKV,AP3M1,,3,0.82
F175B,GLYM,,3,0.86
PCKGM,PCKGC,,3,0.82
VAPA,TBA1C,,3,0.82
NK1R,COX1,,3,0.82
TSYL1,FA83H,,3,0.82
DDX31,TSP1,,3,0.82
BANP,NMNA1,,3,0.83
STIP1,H90B3,,3,0.88
STIP1,HS904,,3,0.88
GRB2,SPA2L,,3,0.87
NK1R,NU5M,,3,0.82
AVIL,ALMS1,,3,0.82
TC1D2,WDR60,,3,0.87
GP161,UBP12,,3,0.82
C1D,NOL11,,3,0.82
CRDL1,HECD3,,3,0.82
GBRD,CCPG1,,3,0.82
SUN2,PI42A,,3,0.82
PI2R,PCD10,,3,0.82
MYO6,CUED1,,3,0.83
LRRT1,PCX3,,3,0.82
MRAP2,CD320,,3,0.82
CPNE2,COE3,,3,0.82
TR10A,PR15B,,3,0.82
RBTN2,GPN1,,3,0.82
CD026,MPPA,,3,0.82
ARFG1,POTEF,,3,0.82
NDUA4,NIPS1,,3,0.86
RSLAB,MK09,,3,0.87
TSYL6,RN126,,3,0.82
BHA15,RT29,,3,0.82
ESRP1,GPTC8,,3,0.82
DNAI2,TCPZ,,3,0.82
MYOME,NDRG1,NDRG1,2,0.82
ACTBL,POTEF,,3,0.82
TMCO3,DCAF8,,3,0.82
LAMP2,MMSA,,3,0.82
ZN785,UBP34,,3,0.82
CELA1,UBP54,,3,0.82
IFIT2,PHAR4,,3,0.82
DKKL1,DCAM,,3,0.82
RT34,DDX55,,3,0.82
BSPRY,CEP55,,0,0.82
CRBA4,FOXF2,,3,0.82
VAPA,"FA73B,MIGA2",,3,0.82
JPH4,RHG29,,0,0.82
AASD1,RIC8B,,3,0.82
SNR27,TPP2,,3,0.82
RBP56,DNPEP,,3,0.82
SUN2,PK3CA,,3,0.82
ELAV2,HNRPL,,3,0.82
S22A5,HMCS1,,3,0.82
"LRC33,NRROS",NDUA3,,3,0.82
SYPH,RN5A,,3,0.82
CATE,CCNT1,,3,0.82
HAOX2,RBPS2,,3,0.82
INSL5,PCSK5,,3,0.82
PGBD1,PGBD2,,0,0.82
NAGK,YLPM1,,3,0.82
SC5A5,ORML2,,3,0.82
ELAV2,HNRPC,,3,0.82
ASB6,GPN3,,3,0.82
F167A,MORC4,,3,0.82
RIPK4,TBB6,,3,0.82
UBC12,"KLDC5,KLH42",,3,0.83
PTPRA,LEG1,,3,0.82
RASF8,COR1A,,3,0.82
ZN550,FBLN5,,3,0.82
RUXE,SF3B2,,3,0.82
RAB41,FEM1B,,3,0.82
RL28,CENPU,,3,0.82
NTAQ1,ARHG8,,3,0.82
ATS 18.00,B3GLT,,3,0.82
RAB6B,CC117,,3,0.82
BCL7A,BCL7C,,3,0.83
TWF2,ACTB,,3,0.88
CPNE2,ZN318,,3,0.82
SCG3,CGL,,3,0.82
NPT3,ADCY3,,3,0.82
TM220,ACTA,,3,0.82
NTAQ1,F122B,,3,0.82
TWF2,ACTA,,3,0.82
PGBD1,ZN174,,0,0.82
F177A,SNAG,,3,0.82
CLUS,TNFL9,,3,0.82
TWF2,ACTC,,3,0.83
SNX24,LONF2,,0,0.82
ADA33,MKS3,,3,0.82
AASD1,TRI45,,3,0.87
ACTBL,DNLZ,,3,0.82
RUXE,"CCD75,GPT11",,3,0.82
"K0020,PUM3",RBM28,,3,0.82
MED1,RPB4,,3,0.82
S1PR2,KC1G3,,3,0.82
SART3,RS26L,,3,0.82
PGBD1,ZN213,,0,0.82
FABD,MASU1,,3,0.82
CLK3,MEPCE,,3,0.85
RUXE,SF3A3,,3,0.88
PGBD1,"ZN192,ZKSC8",,0,0.82
RL37A,CEBPZ,,3,0.82
CB029,GGNB2,,3,0.82
YBEY,TIM8B,,3,0.82
CD79B,NF1,,1,0.82
F167A,RABE2,,3,0.82
NRN1,S12A7,,3,0.82
YBEY,TIM13,,3,0.82
TCTP,CYTF,,3,0.82
"C5ARL,C5AR2",XRCC3,XRCC3,2,0.82
VSIG1,TIM,,3,0.82
F19A3,NHLC2,,3,0.82
RL37A,MPP10,,3,0.82
TBB3,T11L1,,3,0.85
RBM4,WDR36,,0,0.82
H14,RBM34,,3,0.82
CLK2,SRSF8,,3,0.87
WASF3,BRK1,,3,0.82
ALX3,P3H1,,3,0.82
PCDC2,LAP4B,,3,0.82
ODPA,ATD3A,,3,0.82
"C5ARL,C5AR2",ABHD6,,3,0.82
TSR1,KBTB7,,3,0.82
CTL5,RN181,,3,0.82
TM206,2A5E,,3,0.82
AROS,KBTB7,,3,0.82
SNR27,TLN1,,3,0.82
OCAD1,ATD3A,,3,0.86
ELAV2,F120A,,3,0.82
CBLC,NCKP1,,1,0.82
RRS1,LIN41,,3,0.82
TIGD5,MKLN1,,3,0.82
LSM 6.00,ANM5,,3,0.82
INSL5,CNTP3,,3,0.82
UXT,SPT6H,,3,0.82
RUXE,ANM5,,3,0.82
"GAGD4,XAGE3",EHMT2,,3,0.82
GCYB1,"FA54A,MTFR2",,3,0.82
RT11,RT33,,3,0.82
ASF1A,PAN2,,3,0.82
RUXE,PPIE,,3,0.82
RT11,RT23,,3,0.82
ID2,PHF3,,3,0.82
IMDH1,ANKR9,,3,0.83
HDA11,DCAM,,3,0.82
ERP44,STXB4,,0,0.82
KBTB7,LTBP1,,3,0.82
ADA32,LCLT1,,3,0.82
HM20A,DTNA,,3,0.87
MRAP2,LRP10,,3,0.82
SSA27,RL23,,3,0.82
KCNA5,DOLK,,3,0.82
SODC,CENPV,,3,0.82
APBA3,ZKSC1,,3,0.82
STAT2,FBX11,,3,0.82
CDC16,STIL,STIL,2,0.82
IMDH1,CI100,,3,0.82
TR10B,S20A1,,3,0.82
K1683,KDM5C,,3,0.82
FZR,"PAF,PAF15",,3,0.8
MAGBA,"K0020,PUM3",,3,0.82
MOCS3,FXL18,,0,0.82
ACM4,SARM1,,3,0.82
PP6R2,MYO5B,,3,0.82
PP6R2,MYO5A,MYO5A,2,0.82
TSYL6,PDPR,,3,0.82
C3AR,HELLS,,3,0.82
NTAQ1,NDC80,,3,0.82
IMDH1,ATG4D,,3,0.82
RNBP6,CC033,,3,0.82
H14,LARP1,,3,0.82
ACM4,CAND2,,3,0.82
H14,RRP8,,3,0.82
LRCC1,FBX28,,3,0.82
RSMN,WDR83,,3,0.82
ACM4,PDXD1,,3,0.82
COMD6,VP33B,,3,0.82
ACM4,PDS5B,,3,0.82
NOE3,BRE1A,,3,0.82
HBM,SG1D1,,3,0.82
TKT,WDR54,,3,0.82
ACM4,XPO7,,3,0.82
EPHA1,ELMO2,,3,0.82
CDC16,CE164,,3,0.82
NUP88,N62CL,,3,0.82
SG1D1,LIFR,LIFR,2,0.82
RU17,GEMI4,,3,0.83
SG1D1,LEPR,,3,0.82
GSCR2,MKRN1,,3,0.82
RM38,MAEA,,3,0.82
F196A,TBB3,,3,0.82
5HT2C,AG10A,,3,0.82
TMCO3,COG4,,3,0.82
PTN6,RL37A,,3,0.82
PTN6,RL35A,,3,0.83
RL37A,NSA2,,3,0.82
PLOD1,FOXA1,FOXA1,2,0.82
PTN6,RL18A,,3,0.82
ZN550,ZN460,,3,0.82
LUC7L,SRSF1,,3,0.87
S39A8,ZDH17,,3,0.82
"C5ARL,C5AR2",TTK,,3,0.82
UBE2O,LZTR1,,3,0.82
K0355,ABI2,,3,0.82
RAB8B,SYNM,,3,0.82
MED21,RPB11,,3,0.83
MED21,RPB9,,3,0.82
MED21,RPB4,,3,0.82
TRI44,PTHB1,,3,0.82
GPR21,ANO6,,3,0.82
REPI1,KCTD2,,3,0.82
TMC6,PXK,,3,0.82
DENR,CSN4,,3,0.82
TF2LY,DCA16,,3,0.82
AKD1,EXOG,,3,0.82
ZN785,PP6R2,,3,0.82
EGFL6,LDLR,,3,0.82
H14,RRP12,,3,0.82
GSCR2,MOV10,,3,0.82
PODN,GRP78,,3,0.82
RGS3,KLH23,,3,0.82
IPSP,MIA3,,3,0.82
LAMP2,CDC6,,3,0.82
RAB8B,MILK2,,3,0.82
K1683,H2A2C,,3,0.82
GBP5,EPHA4,,3,0.82
AVIL,VILI,,3,0.82
FXRD1,CPSM,,3,0.82
H2AW,RL7L,,3,0.82
BCAT2,CH60,,3,0.94
SNN,LYRIC,,3,0.82
DGCR8,PAPD5,,1,0.82
PLOD1,HNRH1,,3,0.82
PTN11,TXNIP,,3,0.84
DPYL5,SHIP2,,3,0.82
TULP2,DPOA2,,3,0.82
CBX3,Z518A,,3,0.82
TNAP3,AN13D,,3,0.82
NK1R,NDUB8,,3,0.82
NK1R,NDUB5,,3,0.82
GSCR2,RRP8,,3,0.82
SYPH,S20A2,,3,0.82
ABI2,RAPH1,,3,0.82
CS021,DYR1B,,3,0.82
H1T,RS10,,3,0.82
NK1R,NDUS6,,3,0.82
CBLC,ABI2,,1,0.82
LITAF,HECW2,,3,0.82
SG1D1,ITA3,,3,0.82
SG1D1,ITA2,,3,0.82
CNBP,RS13,,1,0.82
ZN785,TF3C4,,3,0.82
CNBP,RS8,,1,0.82
ZN785,TF3C3,,3,0.82
WDR55,WDR12,,3,0.82
TNAP3,SRC,SRC,2,0.82
VSIG1,RRP1,,3,0.82
ELAV2,IREB2,,3,0.82
THIL,ODPA,,3,0.84
CBLC,WASF2,,1,0.82
CHC10,RBM26,,3,0.82
MED21,PTPRG,,3,0.82
PDIP3,UBR1,,3,0.82
H1T,KRR1,,3,0.82
MED21,PTN11,,3,0.82
"NUPL1,NUP58",MIB2,,3,0.82
SNX9,FCSD1,,3,0.82
TMOD3,PHAR2,,3,0.82
CE024,CAB39,,3,0.82
CDCA4,NMNA1,,3,0.82
H14,ZN346,,3,0.82
NICA,MICA1,,3,0.82
TC1D2,SNX6,,3,0.82
CEP72,SAHH3,,3,0.82
CD79B,MFAP3,,1,0.82
PTPRE,XPO1,XPO1,2,0.82
"C5ARL,C5AR2",ADCK1,,3,0.82
"C5ARL,C5AR2",ASPH2,,3,0.82
NIT1,TAZ,,3,0.82
H1T,RS5,,3,0.82
ATG7,ALR,,3,0.82
GBRA3,SC11C,,3,0.82
KI3L2,S27A3,,3,0.82
VDAC3,FA8A1,,3,0.82
H1T,RL36L,,3,0.82
H1T,RL30,,3,0.82
PEG10,"F115A,TCAF1",,3,0.82
SMRP1,LONM,,3,0.82
RT18A,RM41,,3,0.82
GPC5C,PCY1A,,3,0.82
PDE1C,PDE1A,,3,0.82
PDE1C,PDE1B,,3,0.82
RT11,RT34,,3,0.82
E4F1,ZNF70,,3,0.82
TULP2,JIP2,,3,0.82
RAB28,PDE6D,,3,0.85
LYG2,2ABD,,3,0.82
RUXE,CHERP,,3,0.82
DEF5,C1QL4,,3,0.82
CNBP,RL7,,1,0.82
CNBP,RL6,,1,0.82
CNBP,RL5,,1,0.82
CNBP,RL4,,1,0.82
CNBP,RL7A,,1,0.82
MA7D2,UBE3A,,3,0.82
IPSP,HECD3,,3,0.82
"K0020,PUM3",RS3A,,3,0.82
CNBP,RL15,,1,0.82
CNBP,RL13,,1,0.82
CNBP,RL12,,1,0.82
CNBP,RL8,,1,0.82
CNBP,RL18,,1,0.82
PCDGG,EMIL2,,3,0.82
"K0020,PUM3",RS6,,3,0.87
GBRG2,ABHEA,,3,0.82
FBX42,RAB28,,3,0.82
CNBP,RL18A,,1,0.82
KI3L2,GLMN,,3,0.82
GDF5,FABP4,,3,0.82
"KBTB5,KLH40",ABLM1,,3,0.82
ACBD7,OGDHL,,3,0.82
"K0020,PUM3",RL5,,3,0.88
"K0020,PUM3",RL4,,3,0.88
"K0020,PUM3",RL3,,3,0.88
"K0020,PUM3",RL7A,,3,0.88
NGB,CCNB1,,3,0.82
"C5ARL,C5AR2",COT2,,3,0.82
CB029,EDRF1,,3,0.82
MKX,TBL1X,,3,0.82
CCD89,FBX28,,3,0.82
TPRA1,MFSD8,,0,0.82
CNBP,RL30,,1,0.82
CNBP,RL27,,1,0.82
CNBP,RL32,,1,0.82
TMOD3,TBCD4,,3,0.82
ZN214,ANKS3,,3,0.82
KC1D,ZN618,,3,0.87
CNBP,RL37A,,1,0.82
PDK3,CH60,,3,0.88
"K0020,PUM3",RL32,,3,0.82
"K0020,PUM3",RL23A,,3,0.88
CNBP,RLA0,,1,0.82
CNBP,RLA2,,1,0.82
"K0020,PUM3",RL15,,3,0.88
"K0020,PUM3",RL12,,3,0.82
CNBP,RS6,,1,0.82
SFTA2,CBWD1,,0,0.82
ASB7,UXT,,3,0.82
H14,SF3B1,SF3B1,2,0.82
SG2A2,GLB1L,,3,0.82
CF141,KCC2B,,3,0.82
ESR1,PGK 2.00,,1,0.82
ZN223,HECD1,,3,0.82
PTN4,1433T,,3,0.85
COMD6,COMD2,,3,0.82
TC1D2,SNX2,,3,0.82
STRAP,PYC,,3,0.82
AP2S1,CO057,,3,0.82
C3AR,HMOX2,,3,0.82
CNPY2,KIF22,,0,0.82
MPPE1,PLXA2,,3,0.82
RCCD1,KDM8,,3,0.83
CCG5,RABEK,,3,0.82
RU17,RT09,,3,0.83
KCC2D,KANL3,,3,0.82
S22AG,FLVC1,,3,0.82
NCUG1,S2533,,3,0.82
NPT3,CTR3,,3,0.82
DKKL1,LRP5,,3,0.82
DKKL1,LRP6,,3,0.82
CELF3,MKRN1,,3,0.82
ABHD5,SARAF,,3,0.82
RHG17,KLC1,,3,0.82
UBE2T,FANCB,,3,0.83
XCL1,FAT4,FAT4,2,0.82
D104A,RMND1,,3,0.82
D104A,RMND1,,3,0.82
DPEP1,TBL2,,3,0.82
ZN785,GCP6,,3,0.82
ZN785,MILK1,,3,0.82
DC1I1,DC1L2,,3,0.87
DC1I1,DC1I2,,3,0.87
GAR1,RU17,,0,0.82
SYIM,GAK,,3,0.82
YKT6,AASD1,,3,0.82
FBX28,TRAF7,TRAF7,2,0.82
C3AR,MACOI,,3,0.82
CCG5,RPOM,,3,0.82
H1T,NGDN,,3,0.82
SMG8,TPGS1,,3,0.82
ACHA3,GLRB,,3,0.82
PSG8,MGRN1,,3,0.82
EID1,ASPM,,3,0.82
COMD1,E2F6,,3,0.87
NAA40,GLRX3,,3,0.82
